Time,Power
03-16-08:53:15,6
03-16-08:53:35,6
03-16-08:53:55,6
03-16-08:54:15,6
03-16-08:54:35,6
03-16-08:54:55,6
03-16-08:55:15,6
03-16-08:55:35,6
03-16-08:55:55,6
03-16-08:56:15,6
03-16-08:56:35,6
03-16-08:56:55,6
03-16-08:57:15,6
03-16-08:57:35,6
03-16-08:57:55,6
03-16-08:58:15,6
03-16-08:58:35,6
03-16-08:58:55,6
03-16-08:59:15,6
03-16-08:59:35,6
03-16-08:59:55,6
03-16-09:00:15,6
03-16-09:00:35,6
03-16-09:00:55,6
03-16-09:01:15,6
03-16-09:01:35,6
03-16-09:01:55,6
03-16-09:02:15,6
03-16-09:02:36,6
03-16-09:02:55,6
03-16-09:03:15,6
03-16-09:03:35,6
03-16-09:03:56,6
03-16-09:04:15,6
03-16-09:04:35,6
03-16-09:04:55,6
03-16-09:05:16,6
03-16-09:05:36,6
03-16-09:05:56,6
03-16-09:06:16,6
03-16-09:06:36,6
03-16-09:06:56,6
03-16-09:07:16,6
03-16-09:07:36,6
03-16-09:07:56,6
03-16-09:08:16,6
03-16-09:08:36,6
03-16-09:08:56,6
03-16-09:09:16,6
03-16-09:09:36,6
03-16-09:09:56,6
03-16-09:10:16,6
03-16-09:10:36,6
03-16-09:10:56,6
03-16-09:11:16,6
03-16-09:11:36,6
03-16-09:11:56,6
03-16-09:12:16,6
03-16-09:12:36,6
03-16-09:12:56,6
03-16-09:13:16,6
03-16-09:13:36,6
03-16-09:13:56,6
03-16-09:14:16,6
03-16-09:14:36,6
03-16-09:14:56,6
03-16-09:15:16,6
03-16-09:15:36,6
03-16-09:15:56,6
03-16-09:16:16,6
03-16-09:16:36,6
03-16-09:16:56,6
03-16-09:17:16,6
03-16-09:17:36,6
03-16-09:17:56,6
03-16-09:18:16,6
03-16-09:18:36,6
03-16-09:18:56,6
03-16-09:19:16,6
03-16-09:19:36,6
03-16-09:19:56,6
03-16-09:20:16,6
03-16-09:20:36,6
03-16-09:20:56,6
03-16-09:21:17,6
03-16-09:21:36,6
03-16-09:21:57,6
03-16-09:22:16,6
03-16-09:22:37,6
03-16-09:22:56,6
03-16-09:23:16,6
03-16-09:23:36,6
03-16-09:23:56,6
03-16-09:24:16,6
03-16-09:24:36,6
03-16-09:24:57,6
03-16-09:25:17,6
03-16-09:25:37,6
03-16-09:25:57,6
03-16-09:26:17,6
03-16-09:26:37,6
03-16-09:26:57,6
03-16-09:27:17,6
03-16-09:27:37,6.25
03-16-09:27:57,6.25
03-16-09:28:17,6
03-16-09:28:37,6
03-16-09:28:57,6.25
03-16-09:29:17,6
03-16-09:29:37,6
03-16-09:29:57,6
03-16-09:30:17,6
03-16-09:30:37,6
03-16-09:30:57,6
03-16-09:31:17,6
03-16-09:31:37,6
03-16-09:31:57,6
03-16-09:32:17,6
03-16-09:32:37,6
03-16-09:32:57,6
03-16-09:33:17,6
03-16-09:33:37,6
03-16-09:33:57,6
03-16-09:34:17,6
03-16-09:34:37,6
03-16-09:34:57,6
03-16-09:35:17,6
03-16-09:35:37,6
03-16-09:35:57,6
03-16-09:36:17,6
03-16-09:36:37,6
03-16-09:36:57,6
03-16-09:37:17,6
03-16-09:37:37,6
03-16-09:37:57,6
03-16-09:38:18,6
03-16-09:38:37,6
03-16-09:38:57,6
03-16-09:39:17,6
03-16-09:39:37,6
03-16-09:39:57,6
03-16-09:40:17,6
03-16-09:40:38,6
03-16-09:40:57,6
03-16-09:41:17,6
03-16-09:41:37,6
03-16-09:41:58,6
03-16-09:42:18,6.25
03-16-09:42:38,6
03-16-09:42:58,6
03-16-09:43:18,6
03-16-09:43:38,6
03-16-09:43:58,6
03-16-09:44:18,6
03-16-09:44:38,6
03-16-09:44:58,6
03-16-09:45:18,6.25
03-16-09:45:38,6
03-16-09:45:58,6
03-16-09:46:18,6
03-16-09:46:38,6
03-16-09:46:58,6
03-16-09:47:18,6.25
03-16-09:47:38,6
03-16-09:47:58,6
03-16-09:48:18,6
03-16-09:48:38,6
03-16-09:48:58,6
03-16-09:49:18,6
03-16-09:49:38,6
03-16-09:49:58,6
03-16-09:50:18,6
03-16-09:50:38,6.25
03-16-09:50:58,6
03-16-09:51:18,6
03-16-09:51:38,6
03-16-09:51:58,6
03-16-09:52:18,6
03-16-09:52:38,6
03-16-09:52:58,6
03-16-09:53:18,6
03-16-09:53:38,6
03-16-09:53:58,6
03-16-09:54:18,6
03-16-09:54:38,6
03-16-09:54:58,6
03-16-09:55:18,6
03-16-09:55:38,6
03-16-09:55:58,6
03-16-09:56:18,6
03-16-09:56:38,6
03-16-09:56:58,6
03-16-09:57:18,6
03-16-09:57:38,6
03-16-09:57:58,6
03-16-09:58:18,6
03-16-09:58:38,6
03-16-09:58:58,6
03-16-09:59:18,6
03-16-09:59:39,6
03-16-09:59:58,6
03-16-10:00:18,6
03-16-10:00:38,6
03-16-10:00:59,6
03-16-10:01:19,6
03-16-10:01:39,6
03-16-10:01:59,6
03-16-10:02:19,6
03-16-10:02:39,6
03-16-10:02:59,6
03-16-10:03:19,6
03-16-10:03:39,6
03-16-10:03:59,6
03-16-10:04:19,6
03-16-10:04:39,6
03-16-10:04:59,6
03-16-10:05:19,6
03-16-10:05:39,6
03-16-10:05:59,6
03-16-10:06:19,6
03-16-10:06:39,6
03-16-10:06:59,6
03-16-10:07:19,6
03-16-10:07:39,6
03-16-10:07:59,6
03-16-10:08:19,6.25
03-16-10:08:39,6
03-16-10:08:59,6
03-16-10:09:19,6
03-16-10:09:39,6
03-16-10:09:59,6
03-16-10:10:19,6
03-16-10:10:39,6
03-16-10:10:59,6
03-16-10:11:19,6
03-16-10:11:39,6
03-16-10:11:59,6
03-16-10:12:19,6
03-16-10:12:39,6
03-16-10:12:59,6
03-16-10:13:19,6
03-16-10:13:39,6
03-16-10:13:59,6
03-16-10:14:19,6
03-16-10:14:39,6
03-16-10:14:59,6
03-16-10:15:20,6
03-16-10:15:39,6
03-16-10:15:59,6
03-16-10:16:19,6
03-16-10:16:39,6
03-16-10:16:59,6
03-16-10:17:19,6
03-16-10:17:40,6
03-16-10:18:00,6
03-16-10:18:20,6
03-16-10:18:40,6
03-16-10:19:00,6
03-16-10:19:20,6
03-16-10:19:40,6
03-16-10:20:00,6
03-16-10:20:20,6
03-16-10:20:40,6
03-16-10:21:00,6
03-16-10:21:20,6
03-16-10:21:40,6
03-16-10:22:00,6
03-16-10:22:20,6
03-16-10:22:40,6
03-16-10:23:00,6
03-16-10:23:20,6
03-16-10:23:40,6
03-16-10:24:00,6
03-16-10:24:20,6
03-16-10:24:40,6
03-16-10:25:00,6
03-16-10:25:20,6
03-16-10:25:40,6
03-16-10:26:00,6
03-16-10:26:20,6
03-16-10:26:40,6
03-16-10:27:00,6
03-16-10:27:20,6
03-16-10:27:40,6
03-16-10:28:00,6
03-16-10:28:20,6
03-16-10:28:40,6
03-16-10:29:00,6
03-16-10:29:20,6
03-16-10:29:40,6
03-16-10:30:00,6
03-16-10:30:20,6
03-16-10:30:40,6
03-16-10:31:00,6
03-16-10:31:20,6
03-16-10:31:40,6
03-16-10:32:00,6
03-16-10:32:20,6
03-16-10:32:40,6
03-16-10:33:00,6
03-16-10:33:20,6
03-16-10:33:40,6
03-16-10:34:00,6
03-16-10:34:21,6
03-16-10:34:41,6
03-16-10:35:01,6
03-16-10:35:21,6
03-16-10:35:41,6
03-16-10:36:01,6.25
03-16-10:36:21,6
03-16-10:36:41,6
03-16-10:37:01,6
03-16-10:37:21,6
03-16-10:37:41,6
03-16-10:38:01,6
03-16-10:38:21,6
03-16-10:38:41,6
03-16-10:39:01,6
03-16-10:39:21,6
03-16-10:39:41,6
03-16-10:40:01,6
03-16-10:40:21,6
03-16-10:40:41,6
03-16-10:41:01,6
03-16-10:41:21,6
03-16-10:41:41,6
03-16-10:42:01,6
03-16-10:42:21,6
03-16-10:42:41,6
03-16-10:43:01,6
03-16-10:43:21,6
03-16-10:43:41,6
03-16-10:44:01,6
03-16-10:44:21,6
03-16-10:44:41,6
03-16-10:45:01,6
03-16-10:45:21,6
03-16-10:45:41,6
03-16-10:46:01,6
03-16-10:46:21,6
03-16-10:46:41,6
03-16-10:47:01,6.25
03-16-10:47:21,6
03-16-10:47:41,6
03-16-10:48:01,6
03-16-10:48:21,6
03-16-10:48:41,6
03-16-10:49:01,6
03-16-10:49:21,6
03-16-10:49:41,6
03-16-10:50:01,6
03-16-10:50:21,6
03-16-10:50:41,6
03-16-10:51:02,6
03-16-10:51:22,6
03-16-10:51:41,6
03-16-10:52:02,6
03-16-10:52:22,6
03-16-10:52:42,6
03-16-10:53:02,6
03-16-10:53:22,6
03-16-10:53:42,6
03-16-10:54:02,6
03-16-10:54:22,6
03-16-10:54:42,6
03-16-10:55:02,6
03-16-10:55:22,6
03-16-10:55:42,6
03-16-10:56:02,6
03-16-10:56:22,6
03-16-10:56:42,6
03-16-10:57:02,6
03-16-10:57:22,6
03-16-10:57:42,6
03-16-10:58:02,6
03-16-10:58:22,6
03-16-10:58:42,6
03-16-10:59:02,6
03-16-10:59:22,6
03-16-10:59:42,6
03-16-11:00:02,6
03-16-11:00:22,6
03-16-11:00:42,6
03-16-11:01:02,6
03-16-11:01:22,6
03-16-11:01:42,6
03-16-11:02:02,6
03-16-11:02:22,6
03-16-11:02:42,6
03-16-11:03:02,6
03-16-11:03:22,6
03-16-11:03:42,6
03-16-11:04:02,6
03-16-11:04:22,6
03-16-11:04:42,6
03-16-11:05:02,6
03-16-11:05:22,6
03-16-11:05:42,6
03-16-11:06:02,6
03-16-11:06:22,6
03-16-11:06:42,6
03-16-11:07:02,6
03-16-11:07:22,6
03-16-11:07:42,6
03-16-11:08:02,6
03-16-11:08:23,6
03-16-11:08:43,6
03-16-11:09:02,6
03-16-11:09:22,6
03-16-11:09:43,6
03-16-11:10:03,6
03-16-11:10:23,6
03-16-11:10:43,6
03-16-11:11:03,6
03-16-11:11:23,6
03-16-11:11:43,6
03-16-11:12:03,6
03-16-11:12:23,6
03-16-11:12:43,6
03-16-11:13:03,6
03-16-11:13:23,6
03-16-11:13:43,6
03-16-11:14:03,6
03-16-11:14:23,6
03-16-11:14:43,6
03-16-11:15:03,6
03-16-11:15:23,6
03-16-11:15:43,6
03-16-11:16:03,6
03-16-11:16:23,6
03-16-11:16:43,6
03-16-11:17:03,6
03-16-11:17:23,6
03-16-11:17:43,6
03-16-11:18:03,6
03-16-11:18:23,6
03-16-11:18:43,6
03-16-11:19:03,6
03-16-11:19:23,6
03-16-11:19:43,6
03-16-11:20:03,6
03-16-11:20:23,6
03-16-11:20:43,6
03-16-11:21:03,6
03-16-11:21:23,6
03-16-11:21:43,6
03-16-11:22:03,6
03-16-11:22:23,6
03-16-11:22:43,6
03-16-11:23:03,6
03-16-11:23:23,6
03-16-11:23:43,6
03-16-11:24:03,6
03-16-11:24:23,6
03-16-11:24:43,6
03-16-11:25:03,6
03-16-11:25:23,6
03-16-11:25:43,6
03-16-11:26:04,6
03-16-11:26:23,6
03-16-11:26:43,6
03-16-11:27:04,6
03-16-11:27:24,6
03-16-11:27:43,6
03-16-11:28:04,6
03-16-11:28:24,6
03-16-11:28:43,6
03-16-11:29:04,6
03-16-11:29:24,6
03-16-11:29:44,6
03-16-11:30:04,6
03-16-11:30:24,6
03-16-11:30:44,6
03-16-11:31:04,6
03-16-11:31:24,6
03-16-11:31:44,6
03-16-11:32:04,6
03-16-11:32:24,6
03-16-11:32:44,6
03-16-11:33:04,6
03-16-11:33:24,6
03-16-11:33:44,6
03-16-11:34:04,6
03-16-11:34:24,6
03-16-11:34:44,6
03-16-11:35:04,6
03-16-11:35:24,6
03-16-11:35:44,6
03-16-11:36:04,6
03-16-11:36:24,6
03-16-11:36:44,6
03-16-11:37:04,6
03-16-11:37:24,6
03-16-11:37:44,6
03-16-11:38:04,6
03-16-11:38:24,6
03-16-11:38:44,6
03-16-11:39:04,6
03-16-11:39:24,6
03-16-11:39:44,6
03-16-11:40:05,6
03-16-11:40:24,6
03-16-11:40:44,6
03-16-11:41:04,6
03-16-11:41:24,6
03-16-11:41:44,6
03-16-11:42:04,6
03-16-11:42:24,6
03-16-11:42:44,6
03-16-11:43:04,6
03-16-11:43:24,6
03-16-11:43:44,6
03-16-11:44:04,6
03-16-11:44:25,6
03-16-11:44:44,6
03-16-11:45:05,6
03-16-11:45:25,6
03-16-11:45:45,6
03-16-11:46:04,6
03-16-11:46:25,6
03-16-11:46:45,6
03-16-11:47:04,6
03-16-11:47:25,6
03-16-11:47:45,6
03-16-11:48:05,6
03-16-11:48:25,6
03-16-11:48:45,6
03-16-11:49:05,6
03-16-11:49:25,6
03-16-11:49:45,6
03-16-11:50:05,6
03-16-11:50:25,6
03-16-11:50:45,6
03-16-11:51:05,6
03-16-11:51:25,6
03-16-11:51:45,6
03-16-11:52:05,6
03-16-11:52:25,6
03-16-11:52:45,6
03-16-11:53:05,6
03-16-11:53:25,6
03-16-11:53:45,6
03-16-11:54:05,6
03-16-11:54:25,6
03-16-11:54:45,6
03-16-11:55:05,6
03-16-11:55:25,6
03-16-11:55:45,6
03-16-11:56:05,6
03-16-11:56:25,6
03-16-11:56:45,6
03-16-11:57:05,6
03-16-11:57:25,6
03-16-11:57:45,6
03-16-11:58:05,6
03-16-11:58:25,6
03-16-11:58:45,6
03-16-11:59:05,6
03-16-11:59:25,6
03-16-11:59:45,6
03-16-12:00:06,6
03-16-12:00:26,6.25
03-16-12:00:45,6
03-16-12:01:05,6
03-16-12:01:26,6
03-16-12:01:46,6
03-16-12:02:05,6
03-16-12:02:26,6.25
03-16-12:02:46,6
03-16-12:03:06,6
03-16-12:03:26,6
03-16-12:03:46,6
03-16-12:04:06,6
03-16-12:04:26,6
03-16-12:04:46,6
03-16-12:05:06,6
03-16-12:05:26,6
03-16-12:05:46,6
03-16-12:06:06,6
03-16-12:06:26,6
03-16-12:06:46,6
03-16-12:07:06,6
03-16-12:07:26,6
03-16-12:07:46,6
03-16-12:08:06,6
03-16-12:08:26,6
03-16-12:08:46,6
03-16-12:09:06,6
03-16-12:09:26,6
03-16-12:09:46,6
03-16-12:10:06,6
03-16-12:10:26,6
03-16-12:10:46,6
03-16-12:11:06,6
03-16-12:11:26,6
03-16-12:11:46,6
03-16-12:12:06,6
03-16-12:12:26,6
03-16-12:12:46,6
03-16-12:13:06,6
03-16-12:13:26,6
03-16-12:13:46,6
03-16-12:14:06,6
03-16-12:14:26,6
03-16-12:14:46,6
03-16-12:15:06,6
03-16-12:15:26,6
03-16-12:15:46,6
03-16-12:16:06,6
03-16-12:16:26,6
03-16-12:16:46,6
03-16-12:17:06,6
03-16-12:17:26,6
03-16-12:17:46,6
03-16-12:18:06,6
03-16-12:18:26,6
03-16-12:18:47,6
03-16-12:19:07,6
03-16-12:19:26,6
03-16-12:19:47,6
03-16-12:20:07,6
03-16-12:20:27,6
03-16-12:20:46,6
03-16-12:21:07,6
03-16-12:21:27,6
03-16-12:21:47,6
03-16-12:22:07,6
03-16-12:22:27,6
03-16-12:22:47,6
03-16-12:23:07,6
03-16-12:23:27,6
03-16-12:23:47,6
03-16-12:24:07,6
03-16-12:24:27,6
03-16-12:24:47,6
03-16-12:25:07,6
03-16-12:25:27,6
03-16-12:25:47,6
03-16-12:26:07,6
03-16-12:26:27,6
03-16-12:26:47,6
03-16-12:27:07,6
03-16-12:27:27,6
03-16-12:27:47,6
03-16-12:28:07,6
03-16-12:28:27,6
03-16-12:28:47,6
03-16-12:29:07,6
03-16-12:29:27,6
03-16-12:29:47,6
03-16-12:30:07,6
03-16-12:30:27,6
03-16-12:30:47,6
03-16-12:31:07,6
03-16-12:31:27,6
03-16-12:31:47,6
03-16-12:32:07,6
03-16-12:32:27,6
03-16-12:32:47,6
03-16-12:33:07,6
03-16-12:33:27,6
03-16-12:33:47,6
03-16-12:34:07,6
03-16-12:34:27,6
03-16-12:34:47,6
03-16-12:35:08,6
03-16-12:35:27,6
03-16-12:35:47,6
03-16-12:36:08,6
03-16-12:36:28,6
03-16-12:36:47,6
03-16-12:37:08,6
03-16-12:37:27,6
03-16-12:37:48,6
03-16-12:38:08,6
03-16-12:38:28,6
03-16-12:38:47,6
03-16-12:39:08,6
03-16-12:39:28,6
03-16-12:39:48,6
03-16-12:40:08,6
03-16-12:40:28,6
03-16-12:40:48,6
03-16-12:41:08,6
03-16-12:41:28,6
03-16-12:41:48,6
03-16-12:42:08,6
03-16-12:42:28,6
03-16-12:42:48,6
03-16-12:43:08,6
03-16-12:43:28,6
03-16-12:43:48,6
03-16-12:44:08,6
03-16-12:44:28,6
03-16-12:44:48,6
03-16-12:45:08,6
03-16-12:45:28,6
03-16-12:45:48,6
03-16-12:46:08,6
03-16-12:46:28,6
03-16-12:46:48,6
03-16-12:47:08,6
03-16-12:47:28,6
03-16-12:47:48,6
03-16-12:48:08,6
03-16-12:48:28,6
03-16-12:48:48,6
03-16-12:49:08,6
03-16-12:49:28,6
03-16-12:49:48,6
03-16-12:50:08,6
03-16-12:50:28,6
03-16-12:50:48,6
03-16-12:51:08,6
03-16-12:51:28,6
03-16-12:51:48,6
03-16-12:52:08,6
03-16-12:52:28,6
03-16-12:52:49,6
03-16-12:53:08,6
03-16-12:53:28,6
03-16-12:53:49,6
03-16-12:54:08,6.25
03-16-12:54:28,6
03-16-12:54:49,6
03-16-12:55:09,6
03-16-12:55:28,6
03-16-12:55:49,6
03-16-12:56:09,6
03-16-12:56:29,6
03-16-12:56:49,6
03-16-12:57:09,6
03-16-12:57:28,6
03-16-12:57:49,6
03-16-12:58:09,6
03-16-12:58:29,6
03-16-12:58:49,6
03-16-12:59:09,6
03-16-12:59:29,6
03-16-12:59:49,6
03-16-13:00:09,6
03-16-13:00:29,6
03-16-13:00:49,6
03-16-13:01:09,6
03-16-13:01:29,6
03-16-13:01:49,6
03-16-13:02:09,10.5
03-16-13:02:29,13.5
03-16-13:02:49,15.75
03-16-13:03:09,17.25
03-16-13:03:29,18.75
03-16-13:03:49,38.5
03-16-13:04:09,52
03-16-13:04:29,63.75
03-16-13:04:49,72
03-16-13:05:09,78.75
03-16-13:05:29,83.25
03-16-13:05:49,87
03-16-13:06:09,90
03-16-13:06:29,92
